id	title	brand	link	vehicle MSRP	description	image_link	availability	condition	product_type	google_product_category	MPN	link_template	color	mileage	model	vin	year	price	store code	MSRP	mileage.unit	custom_label_0
4T1BK1EB2HU248995	2017 Toyota Avalon	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2017-toyota-avalon-fwd-4-dr-touring-4t1bk1eb2hu248995/	22524 USD	2017 MAGNETIC GRAY MET. Toyota Avalon Used 2017 Toyota Avalon 4-DR TOURING For sale at Carlson Toyota in Coon Rapids Minnesota.	https://www.carlsontoyota.com/wp-content/plugins/inventory/images/notfound.jpg	in stock	USED	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1BK1EB2HU248995	https://www.carlsontoyota.com/inventory/certified-used-2017-toyota-avalon-fwd-4-dr-touring-4t1bk1eb2hu248995/123?store={store_code}	GRAY	70045 miles	Avalon	4T1BK1EB2HU248995	2017	22524 USD	CT100	22524 USD	MI	Avalon
5YFB4MDE3RP111669	2024 Toyota Corolla LE	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2024-toyota-corolla-le-fwd-4d-sedan-5yfb4mde3rp111669/	22178 USD	2024 Toyota Corolla Used 2024 Toyota Corolla LE 4D Sedan 2.0L I4 DOHC 16V For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/fdf1-110008693/5YFB4MDE3RP111669/thumbnails/large/9cda98de8c591e1ac931f41d6b297667.webp	in stock	USED	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	5YFB4MDE3RP111669	https://www.carlsontoyota.com/inventory/certified-used-2024-toyota-corolla-le-fwd-4d-sedan-5yfb4mde3rp111669/123?store={store_code}	NA	55444 miles	Corolla	5YFB4MDE3RP111669	2024	22178 USD	CT100	22178 USD	MI	Corolla
5YFB4MDE5RP156239	2024 Toyota Corolla LE	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2024-toyota-corolla-le-fwd-4d-sedan-5yfb4mde5rp156239/	21898 USD	2024 Toyota Corolla Used 2024 Toyota Corolla LE 4D Sedan 2.0L I4 DOHC 16V For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/4b17-110008693/5YFB4MDE5RP156239/thumbnails/large/0a4a98650cc9e2ee42642f1ffaf14dee.webp	in stock	USED	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	5YFB4MDE5RP156239	https://www.carlsontoyota.com/inventory/certified-used-2024-toyota-corolla-le-fwd-4d-sedan-5yfb4mde5rp156239/123?store={store_code}	NA	58007 miles	Corolla	5YFB4MDE5RP156239	2024	21898 USD	CT100	21898 USD	MI	Corolla
4T1DAACKXSU010012	2025 Toyota Camry SE	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-camry-se-fwd-4d-sedan-4t1daackxsu010012/	28272 USD	2025 Toyota Camry Used 2025 Toyota Camry SE 4D Sedan 2.5L 4-Cylinder 16V DOHC For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/4a08-110008693/4T1DAACKXSU010012/thumbnails/large/8b90ff65f0120e285d68d951fd365734.webp	in stock	USED	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1DAACKXSU010012	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-camry-se-fwd-4d-sedan-4t1daackxsu010012/123?store={store_code}	NA	55669 miles	Camry	4T1DAACKXSU010012	2025	28272 USD	CT100	28272 USD	MI	Camry
2T3P1RFV3SW568941	2025 Toyota RAV4 XLE	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-rav4-xle-awd-4d-sport-utility-2t3p1rfv3sw568941/	32891 USD	2025 Toyota RAV4 Used 2025 Toyota RAV4 XLE 4D Sport Utility 2.5L 4-Cylinder DOHC Dual VVT-i For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/77d1-110008693/2T3P1RFV3SW568941/thumbnails/large/cd2e6047cd457aa58c956f17a939365b.webp	in stock	USED	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T3P1RFV3SW568941	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-rav4-xle-awd-4d-sport-utility-2t3p1rfv3sw568941/123?store={store_code}	NA	37416 miles	RAV4	2T3P1RFV3SW568941	2025	32891 USD	CT100	32891 USD	MI	RAV4
5TDYRKEC8SS242994	2025 Toyota Sienna	Toyota	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-sienna-fwd-8-passenger-5tdyrkec8ss242994/	44402 USD	2025 DK. BLUE MC. Toyota Sienna Used 2025 Toyota Sienna 8 PASSENGER For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/c2e7-110008693/5TDYRKEC8SS242994/thumbnails/large/4160072fbaeaf46c9e9e13aac2bc7b4d.webp	in stock	USED	VAN	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	5TDYRKEC8SS242994	https://www.carlsontoyota.com/inventory/certified-used-2025-toyota-sienna-fwd-8-passenger-5tdyrkec8ss242994/123?store={store_code}	BLUE	35687 miles	Sienna	5TDYRKEC8SS242994	2025	44402 USD	CT100	44402 USD	MI	Sienna
JTEVB5BR1T5059859	2026 Toyota 4Runner i-FORCE MAX 4Runner TRD Pro	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-i-force-max-4runner-trd-pro-part-time-4-wheel-drive-4wd-trd-pro-jtevb5br1t5059859/	74398 USD	2026 Wave Maker 1 Toyota 4Runner i-FORCE MAX New 2026 Toyota 4Runner i-FORCE MAX 4Runner TRD Pro 4WD TRD Pro i-FORCE MAX 2.4L 4-Cyl. Turbo Hybrid Powertrain For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:d8d3b664-3a8d-4470-aa48-1ae1458d7119/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTEVB5BR1T5059859	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-i-force-max-4runner-trd-pro-part-time-4-wheel-drive-4wd-trd-pro-jtevb5br1t5059859/123?store={store_code}	NA	0 miles	4Runner i-FORCE MAX	JTEVB5BR1T5059859	2026	74398 USD	CT100	74398 USD	MI	4Runner i-FORCE MAX
JTEVA5BR8T5171772	2026 Toyota 4Runner SR5	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-sr5-part-time-4-wheel-drive-4wd-sr5-jteva5br8t5171772/	47353 USD	2026 Underground Toyota 4Runner New 2026 Toyota 4Runner SR5 4WD SR5 i-FORCE 2.4L 4-Cyl. Turbo For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:1349b1f2-096b-4ac6-81c0-f38d59219bf1/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTEVA5BR8T5171772	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-sr5-part-time-4-wheel-drive-4wd-sr5-jteva5br8t5171772/123?store={store_code}	NA	0 miles	4Runner	JTEVA5BR8T5171772	2026	47353 USD	CT100	47353 USD	MI	4Runner
JTEVA5BRXT5164810	2026 Toyota 4Runner TRD Off-Road Premium	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-trd-off-road-premium-part-time-4-wheel-drive-4wd-trd-off-rd-prem-jteva5brxt5164810/	61528 USD	2026 Underground Toyota 4Runner New 2026 Toyota 4Runner TRD Off-Road Premium 4WD TRD OFF-RD PREM i-FORCE 2.4L 4-Cyl. Turbo For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:b46b4600-d940-45b8-a155-dc91521e5971/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTEVA5BRXT5164810	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-trd-off-road-premium-part-time-4-wheel-drive-4wd-trd-off-rd-prem-jteva5brxt5164810/123?store={store_code}	NA	0 miles	4Runner	JTEVA5BRXT5164810	2026	61528 USD	CT100	61528 USD	MI	4Runner
JTEVA5BR9T5163065	2026 Toyota 4Runner TRD Sport Premium	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-trd-sport-premium-part-time-4-wheel-drive-4wd-trd-sport-prem-jteva5br9t5163065/	59533 USD	2026 Underground Toyota 4Runner New 2026 Toyota 4Runner TRD Sport Premium 4WD TRD SPORT PREM i-FORCE 2.4L 4-Cyl. Turbo For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/5e62-110008693/JTEVA5BR9T5163065/9011747f0eacb7f28770373e081197c7.webp	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTEVA5BR9T5163065	https://www.carlsontoyota.com/inventory/new-2026-toyota-4runner-trd-sport-premium-part-time-4-wheel-drive-4wd-trd-sport-prem-jteva5br9t5163065/123?store={store_code}	NA	0 miles	4Runner	JTEVA5BR9T5163065	2026	59533 USD	CT100	59533 USD	MI	4Runner
JTMBGAHB3TY619617	2026 Toyota bZ Woodland	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-bz-woodland-all-wheel-drive-premium-awd-jtmbgahb3ty619617/	49510 USD	2026 Raven Toyota bZ Woodland New 2026 Toyota bZ Woodland Premium AWD Dual Electric Motors For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/35f9-110008693/JTMBGAHB3TY619617/298435c128001dd6702cfe108d7f47f6.webp	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTMBGAHB3TY619617	https://www.carlsontoyota.com/inventory/new-2026-toyota-bz-woodland-all-wheel-drive-premium-awd-jtmbgahb3ty619617/123?store={store_code}	NA	0 miles	bZ Woodland	JTMBGAHB3TY619617	2026	49510 USD	CT100	49510 USD	MI	bZ Woodland
JTMAAAAD2TJ027255	2026 Toyota C-HR XSE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-c-hr-xse-all-wheel-drive-xse-awd-jtmaaaad2tj027255/	43669 USD	2026 Tandoori Toyota C-HR New 2026 Toyota C-HR XSE XSE AWD Dual Electric Motors For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/98b6-110008693/JTMAAAAD2TJ027255/ccb32b51ac035c05ef906de5ac0cf343.webp	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTMAAAAD2TJ027255	https://www.carlsontoyota.com/inventory/new-2026-toyota-c-hr-xse-all-wheel-drive-xse-awd-jtmaaaad2tj027255/123?store={store_code}	NA	0 miles	C-HR	JTMAAAAD2TJ027255	2026	43669 USD	CT100	43669 USD	MI	C-HR
4T1DBADK9TU39B420	2026 Toyota Camry SE AWD	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-awd-all-wheel-drive-se-awd-4t1dbadk9tu39b420/	38929 USD	2026 Dark Cosmos 1 Toyota Camry New 2026 Toyota Camry SE AWD SE AWD 2.5L 4-Cyl. Gas/Electric Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:955ac114-947e-4d1d-82b0-a4cc6981b5c8/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1DBADK9TU39B420	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-awd-all-wheel-drive-se-awd-4t1dbadk9tu39b420/123?store={store_code}	NA	0 miles	Camry	4T1DBADK9TU39B420	2026	38929 USD	CT100	38929 USD	MI	Camry
4T1DAACK2TU39B568	2026 Toyota Camry SE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-front-wheel-drive-se-4t1daack2tu39b568/	36929 USD	2026 Ocean Gem Toyota Camry New 2026 Toyota Camry SE SE 2.5L 4-Cyl. Gas/Electric Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:32aea905-d882-469c-80c5-fa2104f1d6fb/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1DAACK2TU39B568	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-front-wheel-drive-se-4t1daack2tu39b568/123?store={store_code}	NA	0 miles	Camry	4T1DAACK2TU39B568	2026	36929 USD	CT100	36929 USD	MI	Camry
4T1DAACK2TU787463	2026 Toyota Camry SE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-front-wheel-drive-se-4t1daack2tu787463/	34524 USD	2026 Ocean Gem Toyota Camry New 2026 Toyota Camry SE SE 2.5L 4-Cyl. Gas/Electric Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/406c-110008693/4T1DAACK2TU787463/9f5204d84693a77d10aae097eb41bd7c.webp	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1DAACK2TU787463	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-se-front-wheel-drive-se-4t1daack2tu787463/123?store={store_code}	NA	0 miles	Camry	4T1DAACK2TU787463	2026	34524 USD	CT100	34524 USD	MI	Camry
4T1DBADK3TU569009	2026 Toyota Camry XSE AWD	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-xse-awd-all-wheel-drive-xse-awd-4t1dbadk3tu569009/	47087 USD	2026 Dark Cosmos 1 Toyota Camry New 2026 Toyota Camry XSE AWD XSE AWD 2.5L 4-Cyl. Gas/Electric Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:10896fa3-c737-4b57-94d9-c8397f81d990/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	4T1DBADK3TU569009	https://www.carlsontoyota.com/inventory/new-2026-toyota-camry-xse-awd-all-wheel-drive-xse-awd-4t1dbadk3tu569009/123?store={store_code}	NA	0 miles	Camry	4T1DBADK3TU569009	2026	47087 USD	CT100	47087 USD	MI	Camry
7MUBAABG4TV207245	2026 Toyota Corolla Cross LE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-le-all-wheel-drive-le-awd-7mubaabg4tv207245/	31208 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross LE LE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/2329-110008693/7MUBAABG4TV207245/c98b12a5a394702ba7cd4bd824cd9447.webp	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUBAABG4TV207245	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-le-all-wheel-drive-le-awd-7mubaabg4tv207245/123?store={store_code}	NA	0 miles	Corolla Cross	7MUBAABG4TV207245	2026	31208 USD	CT100	31208 USD	MI	Corolla Cross
7MUCAABG8TV43A980	2026 Toyota Corolla Cross LE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-le-all-wheel-drive-le-awd-7mucaabg8tv43a980/	31879 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross LE LE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:1f44762d-3b55-44c5-8b9b-cf0c61931af8/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUCAABG8TV43A980	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-le-all-wheel-drive-le-awd-7mucaabg8tv43a980/123?store={store_code}	NA	0 miles	Corolla Cross	7MUCAABG8TV43A980	2026	31879 USD	CT100	31879 USD	MI	Corolla Cross
7MUDAABG1TV38A721	2026 Toyota Corolla Cross XLE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg1tv38a721/	35504 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross XLE XLE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:eb193162-8b63-4a45-baba-54d70ae622dd/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUDAABG1TV38A721	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg1tv38a721/123?store={store_code}	NA	0 miles	Corolla Cross	7MUDAABG1TV38A721	2026	35504 USD	CT100	35504 USD	MI	Corolla Cross
7MUDAABG3TV210033	2026 Toyota Corolla Cross XLE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg3tv210033/	35374 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross XLE XLE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://media.rti.toyota.com/adobe/assets/urn:aaid:aem:c4e99d70-bcbb-43de-9082-ccff6e71bb81/as/image.png?size=1200,663	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUDAABG3TV210033	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg3tv210033/123?store={store_code}	NA	0 miles	Corolla Cross	7MUDAABG3TV210033	2026	35374 USD	CT100	35374 USD	MI	Corolla Cross
7MUDAABG7TV39C338	2026 Toyota Corolla Cross XLE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg7tv39c338/	35374 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross XLE XLE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:eb193162-8b63-4a45-baba-54d70ae622dd/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUDAABG7TV39C338	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg7tv39c338/123?store={store_code}	NA	0 miles	Corolla Cross	7MUDAABG7TV39C338	2026	35374 USD	CT100	35374 USD	MI	Corolla Cross
7MUDAABG9TV39C180	2026 Toyota Corolla Cross XLE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg9tv39c180/	35374 USD	2026 Celestite Toyota Corolla Cross New 2026 Toyota Corolla Cross XLE XLE - AWD 2.0L 4-Cyl. For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:eb193162-8b63-4a45-baba-54d70ae622dd/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	7MUDAABG9TV39C180	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-cross-xle-all-wheel-drive-xle-awd-7mudaabg9tv39c180/123?store={store_code}	NA	0 miles	Corolla Cross	7MUDAABG9TV39C180	2026	35374 USD	CT100	35374 USD	MI	Corolla Cross
JTDBDMHE2T3039308	2026 Toyota Corolla Hybrid SE AWD	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-hybrid-se-awd-all-wheel-drive-se-awd-sedan-jtdbdmhe2t3039308/	31557 USD	2026 Celestite Toyota Corolla New 2026 Toyota Corolla Hybrid SE AWD SE AWD SEDAN 1.8L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/29ef-110008693/JTDBDMHE2T3039308/710c13b7ff0bcaf320eec39ffc3a2f6b.webp	in stock	NEW	OTHER	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	JTDBDMHE2T3039308	https://www.carlsontoyota.com/inventory/new-2026-toyota-corolla-hybrid-se-awd-all-wheel-drive-se-awd-sedan-jtdbdmhe2t3039308/123?store={store_code}	NA	0 miles	Corolla	JTDBDMHE2T3039308	2026	31557 USD	CT100	31557 USD	MI	Corolla
5TDADAB50TS055461	2026 Toyota Grand Highlander Hybrid MAX Limited	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-grand-highlander-hybrid-max-limited-all-wheel-drive-limited-hybrid-max-5tdadab50ts055461/	61463 USD	2026 Blueprint Toyota Grand Highlander New 2026 Toyota Grand Highlander Hybrid MAX Limited LIMITED HYBRID MAX For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/92e8-110008693/5TDADAB50TS055461/2eb2721e1a731ac374afb6c7d278ad7a.webp	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	5TDADAB50TS055461	https://www.carlsontoyota.com/inventory/new-2026-toyota-grand-highlander-hybrid-max-limited-all-wheel-drive-limited-hybrid-max-5tdadab50ts055461/123?store={store_code}	BLUE	0 miles	Grand Highlander	5TDADAB50TS055461	2026	61463 USD	CT100	61463 USD	MI	Grand Highlander
5TDADAB59TS055006	2026 Toyota Grand Highlander Hybrid MAX Platinum	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-grand-highlander-hybrid-max-platinum-all-wheel-drive-platinum-hybrid-max-5tdadab59ts055006/	64491 USD	2026 Cement Toyota Grand Highlander New 2026 Toyota Grand Highlander Hybrid MAX Platinum PLATINUM HYBRID MAX For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/d600-110008693/5TDADAB59TS055006/baffb3805d8143006da6f86f88c95cf4.webp	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	5TDADAB59TS055006	https://www.carlsontoyota.com/inventory/new-2026-toyota-grand-highlander-hybrid-max-platinum-all-wheel-drive-platinum-hybrid-max-5tdadab59ts055006/123?store={store_code}	GRAY	0 miles	Grand Highlander	5TDADAB59TS055006	2026	64491 USD	CT100	64491 USD	MI	Grand Highlander
2T36CRAV1TC39I888	2026 Toyota RAV4 LE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-le-all-wheel-drive-hybrid-awd-2t36crav1tc39i888/	35245 USD	2026 Meteor Shower Toyota RAV4 New 2026 Toyota RAV4 LE HYBRID AWD 2.5L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:9da86fac-ea9a-4c2f-b75e-9d3286580fad/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T36CRAV1TC39I888	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-le-all-wheel-drive-hybrid-awd-2t36crav1tc39i888/123?store={store_code}	NA	0 miles	RAV4	2T36CRAV1TC39I888	2026	35245 USD	CT100	35245 USD	MI	RAV4
2T36CRAV2TW105722	2026 Toyota RAV4 Limited	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-limited-all-wheel-drive-hybrid-awd-2t36crav2tw105722/	46344 USD	2026 Meteor Shower Toyota RAV4 New 2026 Toyota RAV4 Limited HYBRID AWD 2.5L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://vehicle-images.carscommerce.inc/a301-110008693/2T36CRAV2TW105722/7a5e620415973915e1ddbb0433b70790.webp	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T36CRAV2TW105722	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-limited-all-wheel-drive-hybrid-awd-2t36crav2tw105722/123?store={store_code}	NA	0 miles	RAV4	2T36CRAV2TW105722	2026	46344 USD	CT100	46344 USD	MI	RAV4
2T36CRAV3TW40J929	2026 Toyota RAV4 SE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav3tw40j929/	38544 USD	2026 Meteor Shower Toyota RAV4 New 2026 Toyota RAV4 SE HYBRID AWD 2.5L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:f567d068-33a3-4f4c-a8a2-d8ba87e01383/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T36CRAV3TW40J929	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav3tw40j929/123?store={store_code}	NA	0 miles	RAV4	2T36CRAV3TW40J929	2026	38544 USD	CT100	38544 USD	MI	RAV4
2T36CRAV3TW42E910	2026 Toyota RAV4 SE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav3tw42e910/	40169 USD	2026 Meteor Shower Toyota RAV4 New 2026 Toyota RAV4 SE HYBRID AWD 2.5L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:9e2b3107-94af-47b3-bd21-3bd8fce88697/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T36CRAV3TW42E910	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav3tw42e910/123?store={store_code}	NA	0 miles	RAV4	2T36CRAV3TW42E910	2026	40169 USD	CT100	40169 USD	MI	RAV4
2T36CRAV8TW42H530	2026 Toyota RAV4 SE	Toyota	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav8tw42h530/	39449 USD	2026 Meteor Shower Toyota RAV4 New 2026 Toyota RAV4 SE HYBRID AWD 2.5L 4-Cyl. Hybrid For sale at Carlson Toyota in Coon Rapids Minnesota.	https://delivery.via.assetscs.toyota.com/adobe/assets/urn:aaid:aem:c93bb554-08aa-4ff7-975b-3280d03050fa/as/image.png?fmt=png-alpha,rgb,none	in stock	NEW	SUV	Vehicles & Parts > Vehicles > Motor Vehicles > Cars, Trucks & Vans	2T36CRAV8TW42H530	https://www.carlsontoyota.com/inventory/new-2026-toyota-rav4-se-all-wheel-drive-hybrid-awd-2t36crav8tw42h530/123?store={store_code}	NA	0 miles	RAV4	2T36CRAV8TW42H530	2026	39449 USD	CT100	39449 USD	MI	RAV4
